0		101.450
0		107.393
0		114.958
0		115.612
0		118.915
0		126.184
0		158.252
0		111.119
0		101.153
0		100.677
0		104.985
0		138.888
0		108.199
0		122.926
0		107.757
0		116.590
0		122.595
0		151.055
0		106.403
0		114.287
0		112.344
0		164.245
0		137.640
0		112.860
0		177.773
0		101.507
0		132.706
0		133.376
0		104.597
0		117.957
0		149.390
0		117.483
0		119.578
0		115.096
0		126.354
0		121.039
0		171.489
0		164.556
0		109.807
0		116.049
0		110.491
0		103.501
0		121.321
0		103.970
0		118.074
0		152.132
0		169.121
0		104.633
0		109.470
0		114.361
0		109.182
0		100.592
0		121.642
0		103.571
0		103.604
0		118.183
0		111.553
0		103.011
0		113.713
0		108.123
0		114.994
0		129.388
0		115.314
0		118.799
0		102.552
0		146.268
0		100.483
0		121.079
0		107.635
0		105.241
0		119.451
0		113.971
0		118.074
0		125.257
0		114.358
0		111.413
0		147.171
0		120.289
0		101.698
0		114.163
0		108.763
0		133.007
0		115.008
0		108.810
0		176.517
0		104.036
0		130.651
0		122.383
0		119.813
0		129.374
0		140.075
0		101.990
0		127.161
0		167.523
0		168.939
0		103.269
0		110.551
0		113.585
0		119.207
0		113.589
0		102.608
0		123.152
0		101.753
0		112.665
0		119.344
0		111.636
0		103.181
0		103.756
0		109.832
0		105.880
0		102.822
0		105.401
0		125.800
0		112.067
0		129.278
0		131.906
0		105.470
0		122.376
0		137.667
0		102.148
0		106.061
0		151.855
0		132.339
0		142.787
0		163.526
0		118.558
0		122.197
0		140.369
0		117.882
0		136.987
0		110.105
0		137.416
0		128.059
0		100.940
0		109.197
0		131.316
0		104.600
0		153.767
0		101.306
0		122.394
0		106.942
0		151.013
0		114.415
0		101.254
0		153.799
0		110.976
0		100.654
0		102.524
0		124.813
0		112.647
0		110.619
0		101.930
0		103.195
0		130.351
0		119.915
0		106.438
0		119.622
0		108.996
0		111.114
0		121.476
0		121.870
0		139.303
0		106.283
0		114.097
0		108.660
0		127.841
0		112.438
0		104.237
0		131.289
0		111.557
0		151.697
0		105.943
0		103.704
0		128.237
0		124.723
0		118.969
0		121.746
0		162.607
0		108.546
0		104.513
0		123.395
0		127.649
0		106.743
0		117.161
0		103.389
0		100.611
0		133.022
0		151.770
0		100.375
0		138.202
0		103.832
0		102.100
0		160.319
0		107.768
0		113.807
0		171.107
0		108.671
0		108.995
0		103.544
0		102.084
0		108.843
0		124.931
0		124.951
0		112.394
0		130.257
0		102.265
0		121.797
0		113.284
0		150.560
0		105.213
0		132.568
0		103.140
0		101.751
0		109.757
0		166.669
0		147.965
0		107.022
0		103.587
0		100.785
0		104.089
0		120.752
0		133.698
0		116.924
0		164.802
0		115.334
0		116.636
0		105.192
0		114.099
0		106.098
0		114.059
0		105.352
0		163.822
0		102.857
0		115.648
0		135.164
0		110.979
0		105.461
0		119.962
0		146.327
0		130.385
0		120.777
0		139.651
0		177.957
0		168.079
0		116.078
0		135.304
0		122.424
0		135.570
0		113.459
0		109.097
0		162.104
0		117.761
0		130.685
0		106.980
0		107.320
0		149.495
0		120.335
0		118.663
0		128.441
0		106.449
0		110.911
0		121.192
0		178.833
0		117.138
0		120.253
0		156.817
0		107.772
0		102.089
0		148.618
0		161.645
0		119.208
0		152.933
0		136.347
0		114.570
0		142.265
0		135.438
0		130.564
0		124.782
0		101.921
0		165.001
0		125.288
0		114.877
0		140.039
0		104.692
0		138.586
0		119.033
0		171.419
0		112.047
0		153.006
0		100.783
0		109.930
0		124.675
0		124.574
0		113.143
0		141.113
0		116.624
0		134.569
0		105.274
0		109.828
0		101.640
0		113.856
0		109.321
0		137.856
0		103.986
0		144.361
0		133.120
0		104.809
0		130.712
0		152.222
0		101.332
0		125.075
0		104.438
0		136.539
0		104.761
0		139.249
0		141.559
0		124.524
0		102.311
0		139.954
0		119.114
0		117.801
0		122.141
0		118.047
0		103.099
0		103.854
0		114.392
0		170.017
0		100.114
0		109.111
0		135.556
0		106.894
0		123.341
0		114.345
0		110.628
0		143.313
0		136.457
0		130.180
0		100.150
0		119.592
0		137.102
0		107.741
0		115.459
0		112.264
0		101.072
0		102.090
0		143.378
0		151.711
0		123.944
0		111.929
0		149.079
0		120.843
0		106.851
0		137.899
0		115.087
0		128.020
0		164.662
0		104.021
0		110.656
0		145.153
0		100.021
0		166.353
0		102.131
0		107.732
0		116.181
0		146.047
0		105.668
0		131.643
0		100.300
0		101.481
0		116.972
0		150.882
0		100.266
0		171.601
0		105.170
0		117.616
0		134.149
0		116.870
0		104.520
0		101.350
0		107.271
0		117.176
0		116.603
0		120.347
0		124.047
0		109.150
0		158.626
0		116.825
0		103.771
0		105.291
0		105.057
0		117.412
0		109.489
0		114.887
0		168.453
0		151.651
0		116.206
0		106.417
0		144.847
0		107.167
0		108.744
0		115.234
0		108.089
0		124.295
0		149.128
0		129.987
0		129.211
0		105.938
0		123.910
0		129.226
0		131.621
0		111.159
0		102.064
0		121.734
0		132.098
0		107.020
0		129.862
0		121.597
0		109.448
0		178.251
0		128.019
0		124.671
0		100.875
0		103.399
0		145.236
0		104.187
0		101.193
0		118.465
0		126.238
0		108.305
0		124.769
0		113.053
0		118.843
0		123.166
0		120.207
0		118.045
0		100.219
0		103.207
0		116.884
0		104.363
0		134.606
0		125.194
0		105.757
0		122.799
0		128.356
0		164.758
0		157.411
0		127.247
0		132.864
0		139.930
0		100.363
0		131.390
0		107.225
0		147.155
0		121.175
0		142.028
0		129.719
0		111.014
0		127.221
0		100.367
0		104.306
0		112.299
0		118.465
0		151.439
0		127.537
0		120.925
0		114.786
0		106.429
0		101.121
0		104.074
0		141.175
0		109.148
0		102.324
0		120.322
0		127.490
0		116.248
0		112.763
0		123.194
0		133.606
0		155.820
0		158.727
0		100.766
0		109.357
0		145.383
0		138.176
0		179.461
0		117.827
0		141.508
0		124.039
0		108.382
0		109.004
0		120.170
0		107.311
0		109.004
0		170.488
0		102.854
0		123.112
0		120.583
0		113.968
0		120.630
0		111.898
0		104.876
0		172.919
0		112.990
0		110.173
0		100.898
0		105.438
0		112.678
0		163.208
0		111.522
0		103.842
0		117.546
0		125.225
0		106.088
0		144.870
0		104.131
0		121.396
0		121.659
0		143.939
0		145.530
0		110.756
0		127.953
0		133.621
0		165.028
0		106.360
0		133.515
0		129.923
0		135.529
0		102.425
0		101.242
0		132.220
0		120.820
0		101.072
0		109.647
0		113.650
0		100.343
0		136.954
0		113.644
0		133.778
0		105.533
0		114.438
0		115.746
0		100.458
0		144.108
0		105.191
0		148.302
0		102.317
0		100.577
0		101.863
0		155.314
0		178.376
0		126.590
0		140.131
0		130.475
0		137.169
0		145.035
0		109.218
0		103.564
0		154.371
0		147.133
0		102.376
0		100.123
0		125.193
0		138.571
0		140.009
0		129.588
0		107.679
0		168.170
0		158.524
0		125.743
0		104.049
0		140.311
0		109.360
0		169.300
0		109.074
0		106.625
